Region,Categoria,Fecha,Total
Los Lagos,Casos nuevos confirmados por antigeno,2020-06-27,
Aysén,Casos nuevos confirmados por antigeno,2020-06-27,
Magallanes,Casos nuevos confirmados por antigeno,2020-06-27,
Total,Casos nuevos confirmados por antigeno,2020-06-27,
Arica y Parinacota,Casos con sospecha de reinfeccion,2020-06-27,
Tarapacá,Casos con sospecha de reinfeccion,2020-06-27,
Antofagasta,Casos con sospecha de reinfeccion,2020-06-27,
Atacama,Casos con sospecha de reinfeccion,2020-06-27,
Coquimbo,Casos con sospecha de reinfeccion,2020-06-27,
Valparaíso,Casos con sospecha de reinfeccion,2020-06-27,
Metropolitana,Casos con sospecha de reinfeccion,2020-06-27,
O’Higgins,Casos con sospecha de reinfeccion,2020-06-27,
Maule,Casos con sospecha de reinfeccion,2020-06-27,
Ñuble,Casos con sospecha de reinfeccion,2020-06-27,
Biobío,Casos con sospecha de reinfeccion,2020-06-27,
Araucanía,Casos con sospecha de reinfeccion,2020-06-27,
Los Ríos,Casos con sospecha de reinfeccion,2020-06-27,
Los Lagos,Casos con sospecha de reinfeccion,2020-06-27,
Aysén,Casos con sospecha de reinfeccion,2020-06-27,
Magallanes,Casos con sospecha de reinfeccion,2020-06-27,
Total,Casos con sospecha de reinfeccion,2020-06-27,
Arica y Parinacota,Casos acumulados,2020-06-28,1649.0
Tarapacá,Casos acumulados,2020-06-28,5893.0
Antofagasta,Casos acumulados,2020-06-28,8308.0
Atacama,Casos acumulados,2020-06-28,956.0
Coquimbo,Casos acumulados,2020-06-28,2857.0
Valparaíso,Casos acumulados,2020-06-28,11307.0
Metropolitana,Casos acumulados,2020-06-28,214388.0
O’Higgins,Casos acumulados,2020-06-28,5606.0
Maule,Casos acumulados,2020-06-28,5322.0
Ñuble,Casos acumulados,2020-06-28,2363.0
Biobío,Casos acumulados,2020-06-28,6398.0
Araucanía,Casos acumulados,2020-06-28,3172.0
Los Ríos,Casos acumulados,2020-06-28,678.0
Los Lagos,Casos acumulados,2020-06-28,1609.0
Aysén,Casos acumulados,2020-06-28,41.0
Magallanes,Casos acumulados,2020-06-28,1435.0
Total,Casos acumulados,2020-06-28,271982.0
Arica y Parinacota,Casos nuevos totales,2020-06-28,38.0
Tarapacá,Casos nuevos totales,2020-06-28,122.0
Antofagasta,Casos nuevos totales,2020-06-28,281.0
Atacama,Casos nuevos totales,2020-06-28,31.0
Coquimbo,Casos nuevos totales,2020-06-28,76.0
Valparaíso,Casos nuevos totales,2020-06-28,253.0
Metropolitana,Casos nuevos totales,2020-06-28,2569.0
O’Higgins,Casos nuevos totales,2020-06-28,284.0
Maule,Casos nuevos totales,2020-06-28,140.0
Ñuble,Casos nuevos totales,2020-06-28,46.0
Biobío,Casos nuevos totales,2020-06-28,259.0
Araucanía,Casos nuevos totales,2020-06-28,44.0
Los Ríos,Casos nuevos totales,2020-06-28,19.0
Los Lagos,Casos nuevos totales,2020-06-28,36.0
Aysén,Casos nuevos totales,2020-06-28,6.0
Magallanes,Casos nuevos totales,2020-06-28,12.0
Total,Casos nuevos totales,2020-06-28,4216.0
Arica y Parinacota,Casos nuevos con sintomas,2020-06-28,28.0
Tarapacá,Casos nuevos con sintomas,2020-06-28,101.0
Antofagasta,Casos nuevos con sintomas,2020-06-28,249.0
Atacama,Casos nuevos con sintomas,2020-06-28,27.0
Coquimbo,Casos nuevos con sintomas,2020-06-28,67.0
Valparaíso,Casos nuevos con sintomas,2020-06-28,214.0
Metropolitana,Casos nuevos con sintomas,2020-06-28,2048.0
O’Higgins,Casos nuevos con sintomas,2020-06-28,244.0
Maule,Casos nuevos con sintomas,2020-06-28,112.0
Ñuble,Casos nuevos con sintomas,2020-06-28,33.0
Biobío,Casos nuevos con sintomas,2020-06-28,189.0
Araucanía,Casos nuevos con sintomas,2020-06-28,35.0
Los Ríos,Casos nuevos con sintomas,2020-06-28,15.0
Los Lagos,Casos nuevos con sintomas,2020-06-28,28.0
Aysén,Casos nuevos con sintomas,2020-06-28,1.0
Magallanes,Casos nuevos con sintomas,2020-06-28,5.0
Total,Casos nuevos con sintomas,2020-06-28,3396.0
Arica y Parinacota,Casos nuevos sin sintomas,2020-06-28,9.0
Tarapacá,Casos nuevos sin sintomas,2020-06-28,16.0
Antofagasta,Casos nuevos sin sintomas,2020-06-28,27.0
Atacama,Casos nuevos sin sintomas,2020-06-28,4.0
Coquimbo,Casos nuevos sin sintomas,2020-06-28,5.0
Valparaíso,Casos nuevos sin sintomas,2020-06-28,23.0
Metropolitana,Casos nuevos sin sintomas,2020-06-28,193.0
O’Higgins,Casos nuevos sin sintomas,2020-06-28,31.0
Maule,Casos nuevos sin sintomas,2020-06-28,14.0
Ñuble,Casos nuevos sin sintomas,2020-06-28,9.0
Biobío,Casos nuevos sin sintomas,2020-06-28,40.0
Araucanía,Casos nuevos sin sintomas,2020-06-28,9.0
Los Ríos,Casos nuevos sin sintomas,2020-06-28,4.0
Los Lagos,Casos nuevos sin sintomas,2020-06-28,7.0
Aysén,Casos nuevos sin sintomas,2020-06-28,5.0
Magallanes,Casos nuevos sin sintomas,2020-06-28,6.0
Total,Casos nuevos sin sintomas,2020-06-28,402.0
Arica y Parinacota,Casos nuevos sin notificar,2020-06-28,1.0
Tarapacá,Casos nuevos sin notificar,2020-06-28,5.0
Antofagasta,Casos nuevos sin notificar,2020-06-28,5.0
Atacama,Casos nuevos sin notificar,2020-06-28,0.0
Coquimbo,Casos nuevos sin notificar,2020-06-28,4.0
Valparaíso,Casos nuevos sin notificar,2020-06-28,16.0
Metropolitana,Casos nuevos sin notificar,2020-06-28,328.0
O’Higgins,Casos nuevos sin notificar,2020-06-28,9.0
Maule,Casos nuevos sin notificar,2020-06-28,14.0
Ñuble,Casos nuevos sin notificar,2020-06-28,4.0
Biobío,Casos nuevos sin notificar,2020-06-28,30.0
Araucanía,Casos nuevos sin notificar,2020-06-28,0.0
Los Ríos,Casos nuevos sin notificar,2020-06-28,0.0
Los Lagos,Casos nuevos sin notificar,2020-06-28,1.0
Aysén,Casos nuevos sin notificar,2020-06-28,0.0
Magallanes,Casos nuevos sin notificar,2020-06-28,1.0
Total,Casos nuevos sin notificar,2020-06-28,418.0
Arica y Parinacota,Fallecidos totales,2020-06-28,20.0
Tarapacá,Fallecidos totales,2020-06-28,91.0
Antofagasta,Fallecidos totales,2020-06-28,147.0
Atacama,Fallecidos totales,2020-06-28,2.0
Coquimbo,Fallecidos totales,2020-06-28,23.0
Valparaíso,Fallecidos totales,2020-06-28,229.0
Metropolitana,Fallecidos totales,2020-06-28,4711.0
O’Higgins,Fallecidos totales,2020-06-28,69.0
Maule,Fallecidos totales,2020-06-28,48.0
Ñuble,Fallecidos totales,2020-06-28,32.0
Biobío,Fallecidos totales,2020-06-28,50.0
Araucanía,Fallecidos totales,2020-06-28,41.0
Los Ríos,Fallecidos totales,2020-06-28,10.0
Los Lagos,Fallecidos totales,2020-06-28,21.0
Aysén,Fallecidos totales,2020-06-28,0.0
Magallanes,Fallecidos totales,2020-06-28,15.0
Total,Fallecidos totales,2020-06-28,5509.0
Arica y Parinacota,Casos confirmados recuperados,2020-06-28,
Tarapacá,Casos confirmados recuperados,2020-06-28,
Antofagasta,Casos confirmados recuperados,2020-06-28,
Atacama,Casos confirmados recuperados,2020-06-28,
Coquimbo,Casos confirmados recuperados,2020-06-28,
Valparaíso,Casos confirmados recuperados,2020-06-28,
Metropolitana,Casos confirmados recuperados,2020-06-28,
O’Higgins,Casos confirmados recuperados,2020-06-28,
Maule,Casos confirmados recuperados,2020-06-28,
Ñuble,Casos confirmados recuperados,2020-06-28,
Biobío,Casos confirmados recuperados,2020-06-28,
Araucanía,Casos confirmados recuperados,2020-06-28,
Los Ríos,Casos confirmados recuperados,2020-06-28,
Los Lagos,Casos confirmados recuperados,2020-06-28,
Aysén,Casos confirmados recuperados,2020-06-28,
Magallanes,Casos confirmados recuperados,2020-06-28,
Total,Casos confirmados recuperados,2020-06-28,
Arica y Parinacota,Casos activos confirmados,2020-06-28,371.0
Tarapacá,Casos activos confirmados,2020-06-28,821.0
Antofagasta,Casos activos confirmados,2020-06-28,1692.0
Atacama,Casos activos confirmados,2020-06-28,293.0
Coquimbo,Casos activos confirmados,2020-06-28,668.0
Valparaíso,Casos activos confirmados,2020-06-28,2093.0
Metropolitana,Casos activos confirmados,2020-06-28,21667.0
O’Higgins,Casos activos confirmados,2020-06-28,2077.0
Maule,Casos activos confirmados,2020-06-28,1377.0
Ñuble,Casos activos confirmados,2020-06-28,381.0
Biobío,Casos activos confirmados,2020-06-28,2025.0
Araucanía,Casos activos confirmados,2020-06-28,260.0
Los Ríos,Casos activos confirmados,2020-06-28,94.0
Los Lagos,Casos activos confirmados,2020-06-28,295.0
Aysén,Casos activos confirmados,2020-06-28,14.0
Magallanes,Casos activos confirmados,2020-06-28,135.0
Total,Casos activos confirmados,2020-06-28,34263.0
Arica y Parinacota,Casos activos probables,2020-06-28,15.0
Tarapacá,Casos activos probables,2020-06-28,73.0
Antofagasta,Casos activos probables,2020-06-28,207.0
Atacama,Casos activos probables,2020-06-28,45.0
Coquimbo,Casos activos probables,2020-06-28,149.0
Valparaíso,Casos activos probables,2020-06-28,1243.0
Metropolitana,Casos activos probables,2020-06-28,6246.0
O’Higgins,Casos activos probables,2020-06-28,612.0
Maule,Casos activos probables,2020-06-28,203.0
Ñuble,Casos activos probables,2020-06-28,237.0
Biobío,Casos activos probables,2020-06-28,414.0
Araucanía,Casos activos probables,2020-06-28,52.0
Los Ríos,Casos activos probables,2020-06-28,20.0
Los Lagos,Casos activos probables,2020-06-28,77.0
Aysén,Casos activos probables,2020-06-28,2.0
Magallanes,Casos activos probables,2020-06-28,0.0
Total,Casos activos probables,2020-06-28,9595.0
Arica y Parinacota,Casos probables acumulados,2020-06-28,55.0
Tarapacá,Casos probables acumulados,2020-06-28,203.0
Antofagasta,Casos probables acumulados,2020-06-28,400.0
Atacama,Casos probables acumulados,2020-06-28,61.0
Coquimbo,Casos probables acumulados,2020-06-28,365.0
Valparaíso,Casos probables acumulados,2020-06-28,2973.0
Metropolitana,Casos probables acumulados,2020-06-28,22826.0
O’Higgins,Casos probables acumulados,2020-06-28,959.0
Maule,Casos probables acumulados,2020-06-28,372.0
Ñuble,Casos probables acumulados,2020-06-28,419.0
Biobío,Casos probables acumulados,2020-06-28,818.0
Araucanía,Casos probables acumulados,2020-06-28,110.0
Los Ríos,Casos probables acumulados,2020-06-28,49.0
Los Lagos,Casos probables acumulados,2020-06-28,110.0
Aysén,Casos probables acumulados,2020-06-28,2.0
Magallanes,Casos probables acumulados,2020-06-28,11.0
Total,Casos probables acumulados,2020-06-28,29733.0
Arica y Parinacota,Casos confirmados por antigeno,2020-06-28,
Tarapacá,Casos confirmados por antigeno,2020-06-28,
Antofagasta,Casos confirmados por antigeno,2020-06-28,
Atacama,Casos confirmados por antigeno,2020-06-28,
Coquimbo,Casos confirmados por antigeno,2020-06-28,
Valparaíso,Casos confirmados por antigeno,2020-06-28,
Metropolitana,Casos confirmados por antigeno,2020-06-28,
O’Higgins,Casos confirmados por antigeno,2020-06-28,
Maule,Casos confirmados por antigeno,2020-06-28,
Ñuble,Casos confirmados por antigeno,2020-06-28,
Biobío,Casos confirmados por antigeno,2020-06-28,
Araucanía,Casos confirmados por antigeno,2020-06-28,
Los Ríos,Casos confirmados por antigeno,2020-06-28,
Los Lagos,Casos confirmados por antigeno,2020-06-28,
Aysén,Casos confirmados por antigeno,2020-06-28,
Magallanes,Casos confirmados por antigeno,2020-06-28,
Total,Casos confirmados por antigeno,2020-06-28,
Arica y Parinacota,Casos nuevos confirmados por antigeno,2020-06-28,
Tarapacá,Casos nuevos confirmados por antigeno,2020-06-28,
Antofagasta,Casos nuevos confirmados por antigeno,2020-06-28,
Atacama,Casos nuevos confirmados por antigeno,2020-06-28,
Coquimbo,Casos nuevos confirmados por antigeno,2020-06-28,
Valparaíso,Casos nuevos confirmados por antigeno,2020-06-28,
Metropolitana,Casos nuevos confirmados por antigeno,2020-06-28,
O’Higgins,Casos nuevos confirmados por antigeno,2020-06-28,
Maule,Casos nuevos confirmados por antigeno,2020-06-28,
Ñuble,Casos nuevos confirmados por antigeno,2020-06-28,
Biobío,Casos nuevos confirmados por antigeno,2020-06-28,
Araucanía,Casos nuevos confirmados por antigeno,2020-06-28,
Los Ríos,Casos nuevos confirmados por antigeno,2020-06-28,
Los Lagos,Casos nuevos confirmados por antigeno,2020-06-28,
Aysén,Casos nuevos confirmados por antigeno,2020-06-28,
Magallanes,Casos nuevos confirmados por antigeno,2020-06-28,
Total,Casos nuevos confirmados por antigeno,2020-06-28,
Arica y Parinacota,Casos con sospecha de reinfeccion,2020-06-28,
Tarapacá,Casos con sospecha de reinfeccion,2020-06-28,
Antofagasta,Casos con sospecha de reinfeccion,2020-06-28,
Atacama,Casos con sospecha de reinfeccion,2020-06-28,
Coquimbo,Casos con sospecha de reinfeccion,2020-06-28,
Valparaíso,Casos con sospecha de reinfeccion,2020-06-28,
Metropolitana,Casos con sospecha de reinfeccion,2020-06-28,
O’Higgins,Casos con sospecha de reinfeccion,2020-06-28,
Maule,Casos con sospecha de reinfeccion,2020-06-28,
Ñuble,Casos con sospecha de reinfeccion,2020-06-28,
Biobío,Casos con sospecha de reinfeccion,2020-06-28,
Araucanía,Casos con sospecha de reinfeccion,2020-06-28,
Los Ríos,Casos con sospecha de reinfeccion,2020-06-28,
Los Lagos,Casos con sospecha de reinfeccion,2020-06-28,
Aysén,Casos con sospecha de reinfeccion,2020-06-28,
Magallanes,Casos con sospecha de reinfeccion,2020-06-28,
Total,Casos con sospecha de reinfeccion,2020-06-28,
Arica y Parinacota,Casos acumulados,2020-06-29,1685.0
Tarapacá,Casos acumulados,2020-06-29,5974.0
Antofagasta,Casos acumulados,2020-06-29,8625.0
Atacama,Casos acumulados,2020-06-29,1006.0
Coquimbo,Casos acumulados,2020-06-29,2961.0
Valparaíso,Casos acumulados,2020-06-29,11541.0
Metropolitana,Casos acumulados,2020-06-29,216896.0
O’Higgins,Casos acumulados,2020-06-29,5844.0
Maule,Casos acumulados,2020-06-29,5463.0
Ñuble,Casos acumulados,2020-06-29,2384.0
Biobío,Casos acumulados,2020-06-29,6595.0
Araucanía,Casos acumulados,2020-06-29,3212.0
Los Ríos,Casos acumulados,2020-06-29,689.0
Los Lagos,Casos acumulados,2020-06-29,1642.0
Aysén,Casos acumulados,2020-06-29,42.0
Magallanes,Casos acumulados,2020-06-29,1440.0
Total,Casos acumulados,2020-06-29,275999.0
Arica y Parinacota,Casos nuevos totales,2020-06-29,36.0
Tarapacá,Casos nuevos totales,2020-06-29,81.0
Antofagasta,Casos nuevos totales,2020-06-29,317.0
Atacama,Casos nuevos totales,2020-06-29,50.0
Coquimbo,Casos nuevos totales,2020-06-29,104.0
Valparaíso,Casos nuevos totales,2020-06-29,234.0
Metropolitana,Casos nuevos totales,2020-06-29,2508.0
O’Higgins,Casos nuevos totales,2020-06-29,238.0
Maule,Casos nuevos totales,2020-06-29,141.0
Ñuble,Casos nuevos totales,2020-06-29,21.0
Biobío,Casos nuevos totales,2020-06-29,197.0
Araucanía,Casos nuevos totales,2020-06-29,40.0
Los Ríos,Casos nuevos totales,2020-06-29,11.0
Los Lagos,Casos nuevos totales,2020-06-29,33.0
Aysén,Casos nuevos totales,2020-06-29,1.0
Magallanes,Casos nuevos totales,2020-06-29,5.0
Total,Casos nuevos totales,2020-06-29,4017.0
Arica y Parinacota,Casos nuevos con sintomas,2020-06-29,31.0
Tarapacá,Casos nuevos con sintomas,2020-06-29,61.0
Antofagasta,Casos nuevos con sintomas,2020-06-29,253.0
Atacama,Casos nuevos con sintomas,2020-06-29,32.0
Coquimbo,Casos nuevos con sintomas,2020-06-29,67.0
Valparaíso,Casos nuevos con sintomas,2020-06-29,193.0
Metropolitana,Casos nuevos con sintomas,2020-06-29,1913.0
O’Higgins,Casos nuevos con sintomas,2020-06-29,201.0
Maule,Casos nuevos con sintomas,2020-06-29,103.0
Ñuble,Casos nuevos con sintomas,2020-06-29,20.0
Biobío,Casos nuevos con sintomas,2020-06-29,152.0
Araucanía,Casos nuevos con sintomas,2020-06-29,30.0
Los Ríos,Casos nuevos con sintomas,2020-06-29,8.0
Los Lagos,Casos nuevos con sintomas,2020-06-29,22.0
Aysén,Casos nuevos con sintomas,2020-06-29,1.0
Magallanes,Casos nuevos con sintomas,2020-06-29,5.0
Total,Casos nuevos con sintomas,2020-06-29,3092.0
Arica y Parinacota,Casos nuevos sin sintomas,2020-06-29,5.0
Tarapacá,Casos nuevos sin sintomas,2020-06-29,15.0
Antofagasta,Casos nuevos sin sintomas,2020-06-29,38.0
Atacama,Casos nuevos sin sintomas,2020-06-29,17.0
Coquimbo,Casos nuevos sin sintomas,2020-06-29,17.0
Valparaíso,Casos nuevos sin sintomas,2020-06-29,16.0
Metropolitana,Casos nuevos sin sintomas,2020-06-29,226.0
O’Higgins,Casos nuevos sin sintomas,2020-06-29,25.0
Maule,Casos nuevos sin sintomas,2020-06-29,24.0
Ñuble,Casos nuevos sin sintomas,2020-06-29,1.0
Biobío,Casos nuevos sin sintomas,2020-06-29,27.0
Araucanía,Casos nuevos sin sintomas,2020-06-29,10.0
Los Ríos,Casos nuevos sin sintomas,2020-06-29,3.0
Los Lagos,Casos nuevos sin sintomas,2020-06-29,8.0
Aysén,Casos nuevos sin sintomas,2020-06-29,0.0
Magallanes,Casos nuevos sin sintomas,2020-06-29,0.0
Total,Casos nuevos sin sintomas,2020-06-29,432.0
Arica y Parinacota,Casos nuevos sin notificar,2020-06-29,0.0
Tarapacá,Casos nuevos sin notificar,2020-06-29,5.0
Antofagasta,Casos nuevos sin notificar,2020-06-29,26.0
Atacama,Casos nuevos sin notificar,2020-06-29,1.0
Coquimbo,Casos nuevos sin notificar,2020-06-29,20.0
Valparaíso,Casos nuevos sin notificar,2020-06-29,25.0
Metropolitana,Casos nuevos sin notificar,2020-06-29,369.0
O’Higgins,Casos nuevos sin notificar,2020-06-29,12.0
Maule,Casos nuevos sin notificar,2020-06-29,14.0
Ñuble,Casos nuevos sin notificar,2020-06-29,0.0
Biobío,Casos nuevos sin notificar,2020-06-29,18.0
Araucanía,Casos nuevos sin notificar,2020-06-29,0.0
Los Ríos,Casos nuevos sin notificar,2020-06-29,0.0
Los Lagos,Casos nuevos sin notificar,2020-06-29,3.0
Aysén,Casos nuevos sin notificar,2020-06-29,0.0
Magallanes,Casos nuevos sin notificar,2020-06-29,0.0
Total,Casos nuevos sin notificar,2020-06-29,493.0
Arica y Parinacota,Fallecidos totales,2020-06-29,20.0
Tarapacá,Fallecidos totales,2020-06-29,91.0
Antofagasta,Fallecidos totales,2020-06-29,147.0
Atacama,Fallecidos totales,2020-06-29,2.0
Coquimbo,Fallecidos totales,2020-06-29,23.0
Valparaíso,Fallecidos totales,2020-06-29,229.0
Metropolitana,Fallecidos totales,2020-06-29,4777.0
O’Higgins,Fallecidos totales,2020-06-29,69.0
Maule,Fallecidos totales,2020-06-29,48.0
Ñuble,Fallecidos totales,2020-06-29,32.0
Biobío,Fallecidos totales,2020-06-29,50.0
Araucanía,Fallecidos totales,2020-06-29,41.0
Los Ríos,Fallecidos totales,2020-06-29,10.0
Los Lagos,Fallecidos totales,2020-06-29,21.0
Aysén,Fallecidos totales,2020-06-29,0.0
Magallanes,Fallecidos totales,2020-06-29,15.0
Total,Fallecidos totales,2020-06-29,5575.0
Arica y Parinacota,Casos confirmados recuperados,2020-06-29,1299.0
Tarapacá,Casos confirmados recuperados,2020-06-29,5068.0
Antofagasta,Casos confirmados recuperados,2020-06-29,6616.0
Atacama,Casos confirmados recuperados,2020-06-29,689.0
Coquimbo,Casos confirmados recuperados,2020-06-29,2263.0
Valparaíso,Casos confirmados recuperados,2020-06-29,9085.0
Metropolitana,Casos confirmados recuperados,2020-06-29,190688.0
O’Higgins,Casos confirmados recuperados,2020-06-29,3716.0
Maule,Casos confirmados recuperados,2020-06-29,4005.0
Ñuble,Casos confirmados recuperados,2020-06-29,1970.0
Biobío,Casos confirmados recuperados,2020-06-29,4523.0
Araucanía,Casos confirmados recuperados,2020-06-29,2880.0
Los Ríos,Casos confirmados recuperados,2020-06-29,585.0
Los Lagos,Casos confirmados recuperados,2020-06-29,1311.0
Aysén,Casos confirmados recuperados,2020-06-29,28.0
Magallanes,Casos confirmados recuperados,2020-06-29,1290.0
Total,Casos confirmados recuperados,2020-06-29,236154.0
Arica y Parinacota,Casos activos confirmados,2020-06-29,365.0
Tarapacá,Casos activos confirmados,2020-06-29,819.0
Antofagasta,Casos activos confirmados,2020-06-29,1774.0
Atacama,Casos activos confirmados,2020-06-29,313.0
Coquimbo,Casos activos confirmados,2020-06-29,692.0
Valparaíso,Casos activos confirmados,2020-06-29,2089.0
Metropolitana,Casos activos confirmados,2020-06-29,21476.0
O’Higgins,Casos activos confirmados,2020-06-29,2106.0
Maule,Casos activos confirmados,2020-06-29,1387.0
